text,entity,label
四川省遂宁市安居区分水镇干坝子村,四川省 遂宁市 安居区 分水镇 干坝子村,PROVINCE CITY AREA TOWN VILLAGE
辽宁省葫芦岛市建昌县和尚房子乡梅家房子村,辽宁省 葫芦岛市 建昌县 和尚房子乡 梅家房子村,PROVINCE CITY AREA TOWN VILLAGE
甘肃省酒泉市敦煌市阳关西路桥头南巷,甘肃省 酒泉市 敦煌市 阳关西路 桥头南巷,PROVINCE CITY AREA ROAD XIANG
山西省晋中市介休市义棠镇大安村,山西省 晋中市 介休市 义棠镇 大安村,PROVINCE CITY AREA TOWN VILLAGE
辽宁省鞍山市岫岩满族自治县中心街,辽宁省 鞍山市 岫岩满族自治县 中心街,PROVINCE CITY AREA STREET
广东省湛江市吴川市黄坡镇下官村,广东省 湛江市 吴川市 黄坡镇 下官村,PROVINCE CITY AREA TOWN VILLAGE
河南省驻马店市汝南县同化街,河南省 驻马店市 汝南县 同化街,PROVINCE CITY AREA STREET
浙江省绍兴市越城区龙山后街,浙江省 绍兴市 越城区 龙山后街,PROVINCE CITY AREA STREET
山东省临沂市沂水县镇委办公室0,山东省 临沂市 沂水县,PROVINCE CITY AREA
广东省清远市清新县龙颈镇石马石马管理区马皇塘村,广东省 清远市 清新县 龙颈镇 石马石马管理区马皇塘村,PROVINCE CITY AREA TOWN VILLAGE
河南省平顶山市鲁山县磙子营乡朴实头村,河南省 平顶山市 鲁山县 磙子营乡 朴实头村,PROVINCE CITY AREA TOWN VILLAGE
重庆市万州区郭村乡大城村,重庆市 万州区 郭村乡 大城村,PROVINCE AREA TOWN VILLAGE
山东省济宁市邹城市田黄镇西罗头村,山东省 济宁市 邹城市 田黄镇 西罗头村,PROVINCE CITY AREA TOWN VILLAGE
浙江省台州市仙居县步路乡王宅村,浙江省 台州市 仙居县 步路乡 王宅村,PROVINCE CITY AREA TOWN VILLAGE
江西省上饶市鄱阳县昌洲乡北丰村,江西省 上饶市 鄱阳县 昌洲乡 北丰村,PROVINCE CITY AREA TOWN VILLAGE
浙江省金华市永康市芝英街道溪头自然村,浙江省 金华市 永康市 芝英街道溪头自然村,PROVINCE CITY AREA VILLAGE
山东省潍坊市诸城市程戈庄镇徐家洼村,山东省 潍坊市 诸城市 程戈庄镇 徐家洼村,PROVINCE CITY AREA TOWN VILLAGE
广东省梅州市兴宁市黄槐镇西二村,广东省 梅州市 兴宁市 黄槐镇 西二村,PROVINCE CITY AREA TOWN VILLAGE
浙江省金华市义乌市后宅街道黄龙路,浙江省 金华市 义乌市 后宅街道 黄龙路,PROVINCE CITY AREA STREET ROAD
广东省深圳市福田区泰然工贸园云松大厦,广东省 深圳市 福田区 泰然工贸园 云松大厦,PROVINCE CITY AREA GARDEN DASHA
山东省枣庄市薛城区临山东路河西苑舍,山东省 枣庄市 薛城区 临山东路 河西苑,PROVINCE CITY AREA ROAD YUAN
四川省成都市郫县唐元镇,四川省 成都市 郫县 唐元镇,PROVINCE CITY AREA TOWN
青海省海西蒙古族藏族自治州都兰县香日德镇中庄村,青海省 海西蒙古族藏族自治州都兰县 香日德镇 中庄村,PROVINCE AREA TOWN VILLAGE
广东省汕头市潮阳区海门镇莲峰居委,广东省 汕头市 潮阳区 海门镇,PROVINCE CITY AREA TOWN
广东省肇庆市德庆县德城镇胜利东路三巷,广东省 肇庆市 德庆县 德城镇 胜利东路 三巷,PROVINCE CITY AREA TOWN ROAD XIANG
广东省汕尾市陆丰市河西镇石山村三巷,广东省 汕尾市 陆丰市 河西镇 石山村 三巷,PROVINCE CITY AREA TOWN VILLAGE XIANG
吉林省长春市双阳区鹿乡镇崔家村10队,吉林省 长春市 双阳区 鹿乡镇 崔家村 10,PROVINCE CITY AREA TOWN VILLAGE NUM
江西省九江市都昌县万里大道,江西省 九江市 都昌县 万里,PROVINCE CITY AREA VILLAGE
山东省青岛市平度市万家镇孙家庄村,山东省 青岛市 平度市 万家镇 孙家庄村,PROVINCE CITY AREA TOWN VILLAGE
广东省广州市白云区机场路萧岗东街十三巷,广东省 广州市 白云区 机场 路萧岗东街 十三巷,PROVINCE CITY AREA VILLAGE STREET XIANG
湖北省孝感市汉川市麻河镇祠堂村,湖北省 孝感市 汉川市 麻河镇 祠堂村,PROVINCE CITY AREA TOWN VILLAGE
广东省梅州市梅县水车镇大新村,广东省 梅州市 梅县 水车镇 大新村,PROVINCE CITY AREA TOWN VILLAGE
山西省吕梁市离石区教场坪,山西省 吕梁市 离石区 教场,PROVINCE CITY AREA VILLAGE
贵州省黔南布依族苗族自治州罗甸县板庚乡兴卫村,贵州省 黔南布依族苗族自治州罗甸县 板庚乡 兴卫村,PROVINCE AREA TOWN VILLAGE
四川省遂宁市蓬溪县板桥乡双凤村,四川省 遂宁市 蓬溪县 板桥乡 双凤村,PROVINCE CITY AREA TOWN VILLAGE
云南省红河哈尼族彝族自治州个旧市金湖东路云锡新村,云南省 红河哈尼族彝族自治州个旧市 金湖东路云锡新村,PROVINCE CITY VILLAGE
河北省石家庄市赵县升华街,河北省 石家庄市 赵县 升华街,PROVINCE CITY AREA STREET
江苏省淮安市涟水县朱码镇桃柳村,江苏省 淮安市 涟水县 朱码镇 桃柳村,PROVINCE CITY AREA TOWN VILLAGE
广东省广州市增城市派潭镇利迳村,广东省 广州市 增城市 派潭镇 利迳村,PROVINCE CITY AREA TOWN VILLAGE
山东省滨州市无棣县佘家巷乡赵家村,山东省 滨州市 无棣县 佘家巷乡 赵家村,PROVINCE CITY AREA TOWN VILLAGE
辽宁省大连市金州区黄海中路,辽宁省 大连市 金州区 黄海中路,PROVINCE CITY AREA ROAD
广东省肇庆市广宁县江屯镇红旗村委会大塘村,广东省 肇庆市 广宁县 江屯镇 红旗村委会大塘村,PROVINCE CITY AREA TOWN VILLAGE
福建省莆田市仙游县象溪乡溪边村,福建省 莆田市 仙游县 象溪乡 溪边村,PROVINCE CITY AREA TOWN VILLAGE
河南省驻马店市汝南县王府门街,河南省 驻马店市 汝南县 王府门街,PROVINCE CITY AREA STREET
广东省潮州市饶平县大埕镇红花管区后田一巷一横,广东省 潮州市 饶平县 大埕镇 红花管区后田一巷,PROVINCE CITY AREA TOWN XIANG
湖南省长沙市望城县乔口镇蓝塘市村,湖南省 长沙市 望城县 乔口镇 蓝塘市村,PROVINCE CITY AREA TOWN VILLAGE
河北省邢台市隆尧县山口镇前苏,河北省 邢台市 隆尧县 山口镇,PROVINCE CITY AREA TOWN
浙江省温州市平阳县金钱路,浙江省 温州市 平阳县 金钱路,PROVINCE CITY AREA ROAD
黑龙江省齐齐哈尔市克山县春晖巷,黑龙江省 齐齐哈尔市 克山县 春晖巷,PROVINCE CITY AREA XIANG
广东省广州市白云区北站路,广东省 广州市 白云区 北站路,PROVINCE CITY AREA ROAD
江苏省镇江市京口区桃花坞路267-267,江苏省 镇江市 京口区 桃花坞路 267-267,PROVINCE CITY AREA ROAD NUM
湖北省黄冈市团风县发展路,湖北省 黄冈市 团风县 发展路,PROVINCE CITY AREA ROAD
云南省保山市腾冲县沙家巷,云南省 保山市 腾冲县 沙家巷,PROVINCE CITY AREA XIANG
湖南省岳阳市岳阳县毛田镇小港村,湖南省 岳阳市 岳阳县 毛田镇 小港村,PROVINCE CITY AREA TOWN VILLAGE
江苏省无锡市滨湖区马山镇桃坞村东泉,江苏省 无锡市 滨湖区 马山镇 桃坞村,PROVINCE CITY AREA TOWN VILLAGE
江苏省南通市港闸区陈桥乡河囗村,江苏省 南通市 港闸区 陈桥乡 河囗村,PROVINCE CITY AREA TOWN VILLAGE
河北省邯郸市武安市卫视北路卫隆胡同,河北省 邯郸市 武安市 卫视北路卫隆胡同,PROVINCE CITY AREA HUTONG
河北省邯郸市广平县广平镇西关村,河北省 邯郸市 广平县 广平镇 西关村,PROVINCE CITY AREA TOWN VILLAGE
江苏省南通市崇川区起凤街,江苏省 南通市 崇川区 起凤街,PROVINCE CITY AREA STREET
山东省烟台市芝罘区新建村,山东省 烟台市 芝罘区 新建村,PROVINCE CITY AREA VILLAGE
江西省南昌市青山湖区上海路住宅小区,江西省 南昌市 青山湖区 上海路 住宅小区,PROVINCE CITY AREA ROAD XIAOQU
江苏省徐州市铜山县张集镇二陈村,江苏省 徐州市 铜山县 张集镇 二陈村,PROVINCE CITY AREA TOWN VILLAGE
福建省泉州市晋江市安海镇上安村商贸南路,福建省 泉州市 晋江市 安海镇 上安村 商贸南路,PROVINCE CITY AREA TOWN VILLAGE ROAD
广东省惠州市惠城区小金张坎村,广东省 惠州市 惠城区 小金张坎村,PROVINCE CITY AREA VILLAGE
山东省潍坊市诸城市马庄镇,山东省 潍坊市 诸城市 马庄镇,PROVINCE CITY AREA TOWN
广东省茂名市茂南区新坡镇合水乡郁芬村,广东省 茂名市 茂南区 新坡镇合水乡 郁芬村,PROVINCE CITY AREA TOWN VILLAGE
湖南省怀化市沅陵县借母溪乡田家村,湖南省 怀化市 沅陵县 借母溪乡 田家村,PROVINCE CITY AREA TOWN VILLAGE
广东省广州市荔湾区周门路周门村西园地,广东省 广州市 荔湾区 周门路周门村 西园,PROVINCE CITY AREA VILLAGE GARDEN
山东省烟台市蓬莱市南王镇石庙石家村,山东省 烟台市 蓬莱市 南王镇 石庙石家村,PROVINCE CITY AREA TOWN VILLAGE
山东省济宁市市中区马驿桥小区,山东省 济宁市 市中区 马驿桥小区,PROVINCE CITY AREA XIAOQU
湖南省怀化市新晃侗族自治县贡溪乡高寨村,湖南省 怀化市 新晃侗族自治县 贡溪乡 高寨村,PROVINCE CITY AREA TOWN VILLAGE
江西省吉安市吉水县八都镇文明路,江西省 吉安市 吉水县 八都镇 文明路,PROVINCE CITY AREA TOWN ROAD
河北省保定市唐县黑堡乡南康庄,河北省 保定市 唐县 黑堡乡,PROVINCE CITY AREA TOWN
湖北省天门市蒋湖镇李湖村,湖北省 天门市 蒋湖镇 李湖村,PROVINCE CITY TOWN VILLAGE
广东省湛江市坡头区南三镇北上村,广东省 湛江市 坡头区 南三镇 北上村,PROVINCE CITY AREA TOWN VILLAGE
山东省泰安市泰山区越山路,山东省 泰安市 泰山区 越山路,PROVINCE CITY AREA ROAD
山东省青岛市平度市大田镇南董家,山东省 青岛市 平度市 大田镇,PROVINCE CITY AREA TOWN
福建省南平市浦城县七里头,福建省 南平市 浦城县 七里,PROVINCE CITY AREA VILLAGE
湖北省孝感市云梦县下辛店镇代大村,湖北省 孝感市 云梦县 下辛店镇 代大村,PROVINCE CITY AREA TOWN VILLAGE
山西省吕梁市临县三交镇下刘家山村,山西省 吕梁市 临县 三交镇 下刘家山村,PROVINCE CITY AREA TOWN VILLAGE
广东省云浮市云城区城村,广东省 云浮市 云城区 城村,PROVINCE CITY AREA VILLAGE
湖北省随州市广水市蔡河镇麻市村,湖北省 随州市 广水市 蔡河镇 麻市村,PROVINCE CITY AREA TOWN VILLAGE
湖南省长沙市宁乡县青山桥乡永宁村,湖南省 长沙市 宁乡县 青山桥乡 永宁村,PROVINCE CITY AREA TOWN VILLAGE
广东省揭阳市榕城区梅云镇潮东村渡头下东二巷,广东省 揭阳市 榕城区 梅云镇 潮东村 渡头下东二巷,PROVINCE CITY AREA TOWN VILLAGE XIANG
吉林省辽源市东辽县凌云乡化龙村,吉林省 辽源市 东辽县 凌云乡 化龙村,PROVINCE CITY AREA TOWN VILLAGE
河北省邢台市桥东区西寺西街,河北省 邢台市 桥东区 西寺西街,PROVINCE CITY AREA STREET
湖北省武汉市江汉区建设大道518-568,湖北省 武汉市 江汉区 建设大道 518-568,PROVINCE CITY AREA DADAO NUM
青海省西宁市湟源县大华镇大华村,青海省 西宁市 湟源县 大华镇 大华村,PROVINCE CITY AREA TOWN VILLAGE
河南省濮阳市范县老城东大街,河南省 濮阳市 范县 老城东大街,PROVINCE CITY AREA STREET
陕西省渭南市华县辛庄乡陈家村,陕西省 渭南市 华县 辛庄乡 陈家村,PROVINCE CITY AREA TOWN VILLAGE
河南省周口市扶沟县练寺镇严村,河南省 周口市 扶沟县 练寺镇 严村,PROVINCE CITY AREA TOWN VILLAGE
福建省泉州市晋江市磁灶镇上厝村后洋路北,福建省 泉州市 晋江市 磁灶镇 上厝村 后洋路,PROVINCE CITY AREA TOWN VILLAGE ROAD
广东省江门市恩平市恩城镇锦绣路二十四巷,广东省 江门市 恩平市 恩城镇 锦绣路 二十四巷,PROVINCE CITY AREA TOWN ROAD XIANG
广东省肇庆市广宁县南街镇本策村委会庄元村二巷,广东省 肇庆市 广宁县 南街镇 本策村委会庄元村 二巷,PROVINCE CITY AREA TOWN VILLAGE XIANG
江苏省南通市启东市天汾镇如意村,江苏省 南通市 启东市 天汾镇 如意村,PROVINCE CITY AREA TOWN VILLAGE
广东省清远市英德市农林路,广东省 清远市 英德市 农林路,PROVINCE CITY AREA ROAD
广东省广州市番禺区市桥街蔡一村东社大街十一巷,广东省 广州市 番禺区 市桥街蔡一村 东社大街 十一巷,PROVINCE CITY AREA VILLAGE STREET XIANG
广东省肇庆市四会市江谷镇十二带村委会,广东省 肇庆市 四会市 江谷镇 十二带村,PROVINCE CITY AREA TOWN VILLAGE
河南省周口市沈丘县大邢庄乡小李庄,河南省 周口市 沈丘县 大邢庄乡,PROVINCE CITY AREA TOWN
福建省泉州市晋江市安海镇西畴村4路,福建省 泉州市 晋江市 安海镇 西畴村 4路,PROVINCE CITY AREA TOWN VILLAGE ROAD
上海市宝山区月狮村,上海市 宝山区 月狮村,PROVINCE AREA VILLAGE
辽宁省大连市瓦房店市西环街一段,辽宁省 大连市 瓦房店市 西环街,PROVINCE CITY AREA STREET
河南省洛阳市新安县石井乡东山底,河南省 洛阳市 新安县 石井乡,PROVINCE CITY AREA TOWN
湖南省岳阳市平江县黄金洞乡大福村,湖南省 岳阳市 平江县 黄金洞乡 大福村,PROVINCE CITY AREA TOWN VILLAGE
甘肃省天水市秦城区石码坪村,甘肃省 天水市 秦城区 石码坪村,PROVINCE CITY AREA VILLAGE
湖北省襄樊市谷城县谢湾镇九里岗村,湖北省 襄樊市 谷城县 谢湾镇 九里岗村,PROVINCE CITY AREA TOWN VILLAGE
云南省红河哈尼族彝族自治州蒙自县州政府大楼工委办C,云南省 红河哈尼族彝族自治州蒙自县 州政府大楼,PROVINCE AREA LOUHAO
贵州省遵义市绥阳县解放中路,贵州省 遵义市 绥阳县 解放中路,PROVINCE CITY AREA ROAD
湖南省郴州市宜章县一六镇沿河村,湖南省 郴州市 宜章县 一六镇 沿河村,PROVINCE CITY AREA TOWN VILLAGE
江苏省徐州市沛县沛城镇刘楼村,江苏省 徐州市 沛县 沛城镇 刘楼村,PROVINCE CITY AREA TOWN VILLAGE
浙江省金华市永康市高镇水厂,浙江省 金华市 永康市 高镇,PROVINCE CITY AREA TOWN
山东省滨州市滨城区经济开发区沙河办事处小王村,山东省 滨州市 滨城区 经济开发区沙河办事处小王村,PROVINCE CITY AREA VILLAGE
山东省潍坊市青州市影院前街,山东省 潍坊市 青州市 影院前街,PROVINCE CITY AREA STREET
江苏省盐城市亭湖区盐青路兴闸巷,江苏省 盐城市 亭湖区 盐青路 兴闸巷,PROVINCE CITY AREA ROAD XIANG
江西省上饶市广丰县永丰社区东关村,江西省 上饶市 广丰县 永丰社区东关村,PROVINCE CITY AREA VILLAGE
河南省漯河市舞阳县吴城镇后刘村,河南省 漯河市 舞阳县 吴城镇 后刘村,PROVINCE CITY AREA TOWN VILLAGE
黑龙江省哈尔滨市道里区金城东十二道街,黑龙江省 哈尔滨市 道里区 金城东十二道街,PROVINCE CITY AREA STREET
江西省南昌市进贤县南台乡上塘村,江西省 南昌市 进贤县 南台乡 上塘村,PROVINCE CITY AREA TOWN VILLAGE
北京市海淀区棉纺厂宿舍,北京市 海淀区 棉纺厂宿舍,PROVINCE AREA SUSHE
广东省梅州市平远县东石镇东石村,广东省 梅州市 平远县 东石镇 东石村,PROVINCE CITY AREA TOWN VILLAGE
黑龙江省七台河市勃利县长兴巷,黑龙江省 七台河市 勃利县 长兴巷,PROVINCE CITY AREA XIANG
江苏省常州市钟楼区五星乡谭市村委湾里村民小组,江苏省 常州市 钟楼区 五星乡 谭市村委湾里村 民小组,PROVINCE CITY AREA TOWN VILLAGE ZU
广东省江门市鹤山市古劳镇古劳村委会红星村,广东省 江门市 鹤山市 古劳镇 古劳村委会红星村,PROVINCE CITY AREA TOWN VILLAGE
山东省泰安市新泰市宫里镇汶城村,山东省 泰安市 新泰市 宫里镇 汶城村,PROVINCE CITY AREA TOWN VILLAGE
广东省潮州市潮安县东凤镇礼阳郑村东彩路,广东省 潮州市 潮安县 东凤镇 礼阳郑村 东彩路,PROVINCE CITY AREA TOWN VILLAGE ROAD
黑龙江省哈尔滨市南岗区千山三道街,黑龙江省 哈尔滨市 南岗区 千山三道街,PROVINCE CITY AREA STREET
陕西省铜川市宜君县太安镇马坊村,陕西省 铜川市 宜君县 太安镇 马坊村,PROVINCE CITY AREA TOWN VILLAGE
海南省陵水黎族自治县新村镇盐尽村尽尾村,海南省 陵水黎族自治县 新村镇 盐尽村尽尾村,PROVINCE AREA TOWN VILLAGE
上海市青浦区金溪二村,上海市 青浦区 金溪二村,PROVINCE AREA VILLAGE
河北省保定市定州市庞村镇于只东,河北省 保定市 定州市 庞村镇,PROVINCE CITY AREA TOWN
山东省青岛市即墨市店集镇谭家庄村村委,山东省 青岛市 即墨市 店集镇 谭家庄村村,PROVINCE CITY AREA TOWN VILLAGE
山东省泰安市新泰市工会路,山东省 泰安市 新泰市 工会路,PROVINCE CITY AREA ROAD
广东省广州市海珠区江南大道北55-61,广东省 广州市 海珠区 江南大道,PROVINCE CITY AREA DADAO
江苏省苏州市沧浪区莫邪路110-688,江苏省 苏州市 沧浪区 莫邪路 110-688,PROVINCE CITY AREA ROAD NUM
四川省阿坝藏族羌族自治州九寨沟县黑河乡,四川省 阿坝藏族羌族自治州九寨沟县 黑河乡,PROVINCE AREA TOWN
江苏省常州市钟楼区新闸镇唐家村委柏家塘,江苏省 常州市 钟楼区 新闸镇 唐家村,PROVINCE CITY AREA TOWN VILLAGE
河北省保定市蠡县南庄镇前留市,河北省 保定市 蠡县 南庄镇,PROVINCE CITY AREA TOWN
山西省临汾市吉县屯里镇新庙,山西省 临汾市 吉县 屯里镇,PROVINCE CITY AREA TOWN
广东省汕尾市海丰县园墩镇田寮村,广东省 汕尾市 海丰县 园墩镇 田寮村,PROVINCE CITY AREA TOWN VILLAGE
福建省福州市鼓楼区丞相路,福建省 福州市 鼓楼区 丞相路,PROVINCE CITY AREA ROAD
四川省乐山市市中区通江镇范石坎村,四川省 乐山市 市中区 通江镇 范石坎村,PROVINCE CITY AREA TOWN VILLAGE
山东省济宁市梁山县小安山镇张官屯村,山东省 济宁市 梁山县 小安山镇 张官屯村,PROVINCE CITY AREA TOWN VILLAGE
